geonameid,lat,lon,country_code,name_en,name_zh
783493,41.61028,20.00889,AL,Burrel,布雷利
783508,41.49167,20.22194,AL,Bulqizë,布爾奇察
783606,40.6275,20.99,AL,Bilisht,比利什特
832209,41.19694,20.33556,AL,Librazhd-Qendër,
3183625,40.70917,19.64972,AL,Zharrëz,
3183653,41.38944,19.8275,AL,Zall-Herr,
3183684,41.34444,19.5475,AL,Xhafzotaj,
3183719,40.4696,19.48379,AL,Vlorë,发罗拉
3183780,40.70167,19.93222,AL,Velabisht,
3183814,40.76889,19.87778,AL,Ura Vajgurore,
3183875,41.32744,19.81866,AL,Tirana,地拉那
3184081,42.06828,19.51258,AL,Shkodër,
3184099,41.34556,19.56722,AL,Shijak,希亞克
3184197,40.53056,19.63583,AL,Selenicë,
3184252,41.07639,19.66528,AL,Rrogozhinë,羅戈日內
3184264,41.7675,19.87556,AL,Rrëshen,勒申
3184290,40.7375,19.70222,AL,Roskovec,
3184388,42.04444,19.89972,AL,Pukë,普克
3184417,40.78028,19.84417,AL,Poshnjë,
3184474,41.25306,19.85306,AL,Petrelë,
3184487,40.77889,19.92306,AL,Perondi,
3184497,41.04611,19.75111,AL,Peqin,佩今
3184518,40.68333,19.61944,AL,Patos,帕圖斯
3184538,41.05167,19.96083,AL,Papër,
3184568,40.74389,19.93528,AL,Otllak,
3184588,40.625,19.46694,AL,Novoselë,
3184594,41.44417,19.74833,AL,Nikël,
3184611,41.26389,19.65583,AL,Ndroq,
3184806,41.5775,19.69222,AL,Mamurras,
3184862,40.94194,19.705,AL,Lushnjë,卢什涅
3184935,41.78361,19.64361,AL,Lezhë,莱什
3185012,41.63556,19.71306,AL,Laç,拉奇
3185017,40.78389,19.78667,AL,Kutalli,
3185060,40.80028,19.91667,AL,Kuçovë,
3185082,41.50917,19.79278,AL,Krujë,
3185107,40.83083,19.90056,AL,Kozarë,
3185211,41.18556,19.55694,AL,Kavajë,卡瓦亚
3185270,41.38167,19.76028,AL,Kamëz,卡姆扎
3185527,40.96778,19.68528,AL,Golem,
3185638,41.47833,19.71778,AL,Fushë-Krujë,
3185672,40.7251,19.55823,AL,Fier,非夏爾
3185728,41.32355,19.45469,AL,Durrës,都拉斯
3185897,41.03167,19.97583,AL,Cërrik,策里克
3186084,40.70583,19.95222,AL,Berat,培拉特
174710,39.7644,45.33268,AM,Yeghegnadzor,葉海格納佐爾
174725,39.91291,44.72083,AM,Vedi,
174763,39.52191,46.02696,AM,Sisian,錫西安
174875,39.20762,46.40678,AM,Kapan,卡潘
174880,39.15091,46.15673,AM,Kajaran,卡贾兰
174895,39.51111,46.34168,AM,Goris,
174979,39.95484,44.54874,AM,Artashat,阿爾塔沙特
174991,39.85494,44.6947,AM,Ararat,亞拉臘
616052,40.17765,44.5126,AM,Yerevan,葉里溫
616062,40.16557,44.29462,AM,Vagharshapat,埃奇米亞津
616065,40.32293,44.48418,AM,Yeghvard,
616108,40.1827,45.73156,AM,Vardenis,瓦爾代尼斯
616178,41.11922,44.28649,AM,Tashir,
616199,40.83131,44.27019,AM,Spitak,斯皮塔克
616250,40.548,44.95314,AM,Sevan,塞凡
616362,40.30296,44.58314,AM,Nor Hachn,诺尔哈钦市
616438,40.14028,45.30232,AM,Martuni,
616446,40.57595,43.87059,AM,Maralik,
616530,40.8074,44.49704,AM,Vanadzor,瓦纳佐尔
616599,40.35398,45.12386,AM,Gavar,
616627,40.88037,45.14776,AM,Ijevan,伊杰万
616629,40.5169,44.75591,AM,Hrazdan,赫拉茲丹
616631,40.15553,44.0388,AM,Armavir,阿爾馬維爾
616635,40.79305,43.84635,AM,Gyumri,久姆里
616790,40.31335,44.59685,AM,Byureghavan,
616802,40.88066,45.38901,AM,Berd,
616877,40.2976,44.36152,AM,Ashtarak,阿什塔拉克
616953,40.59297,44.35945,AM,Aparan,阿帕蘭
616989,40.78081,43.90037,AM,Akhuryan,
617026,40.2717,44.63342,AM,Abovyan,阿博維揚
823807,40.14459,44.11484,AM,Metsamor,
145531,-9.66078,20.39155,AO,Saurimo,
145757,-7.36643,20.81557,AO,Dundo,
2236568,-7.60874,15.06131,AO,Uíge,
2239076,-9.29782,14.91162,AO,N'dalatando,
2239520,-6.26667,14.23833,AO,Mbanza Kongo,
2239862,-9.54015,16.34096,AO,Malanje,
2240449,-8.83682,13.23432,AO,Luanda,罗安达
2242001,-8.57848,13.66425,AO,Caxito,
2243271,-5.56198,12.19476,AO,Cabinda,
3346015,-11.20605,13.84371,AO,Sumbe,孫貝
3346821,-17.06667,15.73333,AO,Ondjiva,翁吉瓦
3347019,-15.19611,12.15222,AO,Mossamedes,納米貝
3347353,-14.6585,17.69099,AO,Menongue,梅農蓋
3347719,-11.78333,19.91667,AO,Luena,盧埃納
3347762,-14.91717,13.4925,AO,Lubango,盧班戈
3348078,-12.38333,16.93333,AO,Cuíto,
3348313,-12.77611,15.73917,AO,Huambo,万博
3351663,-12.57674,13.40268,AO,Benguela,本吉拉
3427213,-34.09584,-59.02423,AR,Zárate,萨拉特
3427428,-31.86767,-59.02701,AR,Villaguay,
3427833,-37.3287,-59.1369,AR,Tandil,坦迪爾
3428071,-28.55104,-56.04125,AR,Santo Tomé,
3428287,-28.98984,-59.10076,AR,Santa Lucía,
3428481,-31.62494,-58.50517,AR,San Salvador,聖薩爾瓦多
3428576,-33.67918,-59.66633,AR,San Pedro,
3428577,-26.6218,-54.10902,AR,San Pedro,
3428644,-27.99833,-57.58735,AR,San Miguel,
3428708,-27.50766,-58.55625,AR,San Luis del Palmar,
3428858,-30.38546,-58.75025,AR,San José de Feliciano,
3428975,-30.58072,-59.92962,AR,San Javier,
3428992,-34.46971,-58.52111,AR,San Isidro,圣伊西德罗
3429399,-35.63884,-59.77938,AR,Saladillo,
3429403,-28.25504,-58.62386,AR,Saladas,
3429439,-32.30073,-59.13928,AR,Rosario del Tala,羅薩里奧德爾塔拉
3429577,-27.46363,-58.98665,AR,Resistencia,雷西斯滕西亚
3429594,-29.15,-59.65,AR,Reconquista,
3429652,-34.72065,-58.25454,AR,Quilmes,基尔梅斯
3429721,-27.37382,-59.08927,AR,Puerto Tirol,
3429732,-26.8089,-55.02147,AR,Puerto Rico,
3429777,-25.59912,-54.57355,AR,Puerto Iguazú,伊瓜蘇港
3429786,-26.02267,-54.61356,AR,Puerto Esperanza,
3429866,-27.00213,-59.84476,AR,Presidencia de la Plaza,
3429886,-27.39184,-55.92379,AR,Posadas,波萨达斯
3429949,-25.73271,-59.10989,AR,Pirané,
3429980,-34.45867,-58.91398,AR,Pilar,
3430104,-29.71251,-57.08771,AR,Paso de los Libres,
3430340,-27.48683,-55.11994,AR,Oberá,奧韋拉
3430402,-27.75215,-57.622,AR,Nuestra Señora del Rosario de Caá Catí,
3430415,-32.39375,-59.78955,AR,Nogoyá,諾戈亞
3430443,-38.5545,-58.73961,AR,Necochea,內科切阿
3430545,-34.65118,-58.62205,AR,Morón,莫龙
3430598,-30.2518,-57.63537,AR,Monte Caseros,蒙特卡塞羅斯
3430601,-26.56849,-54.7579,AR,Montecarlo,
3430697,-34.66536,-58.72744,AR,Merlo,梅洛
3430708,-34.65072,-59.43143,AR,Mercedes,梅塞德斯
3430709,-29.18416,-58.07519,AR,Mercedes,梅爾塞德斯
3430760,-28.04532,-58.22835,AR,Mburucuyá,
3430857,-27.25902,-58.97157,AR,Margarita Belén,
3430863,-38.00042,-57.5562,AR,Mar del Plata,马德普拉塔
3430988,-34.5664,-59.11478,AR,Luján,盧漢
3431271,-34.7574,-58.40279,AR,Lomas de Zamora,
3432043,-34.92126,-57.95442,AR,La Plata,拉普拉塔
3432079,-30.74179,-59.64517,AR,La Paz,
3432355,-27.03751,-58.70498,AR,La Leonesa,
3432760,-29.17625,-56.64262,AR,La Cruz,
3433360,-27.58504,-56.68707,AR,Ituzaingó,
3433363,-27.26915,-58.24249,AR,Itatí,
3433522,-34.5904,-58.62904,AR,Hurlingham,
3433658,-33.00777,-58.51836,AR,Gualeguaychú,瓜萊瓜伊丘
3433663,-33.14091,-59.31257,AR,Gualeguay,瓜萊瓜伊
3433715,-29.13995,-59.26343,AR,Goya,
3433803,-26.53643,-59.34138,AR,General José de San Martín,聖馬丁將軍鎮
3433899,-26.18489,-58.17313,AR,Formosa,福莫萨
3433956,-30.95619,-58.7797,AR,Federal,
3433959,-30.99114,-57.91789,AR,Federación,
3434095,-30.01476,-59.5289,AR,Esquina,
3434291,-27.29662,-54.19811,AR,El Soberbio,
3435038,-36.31539,-57.67546,AR,Dolores,
3435103,-29.79145,-58.0499,AR,Curuzú Cuatiá,庫魯蘇夸蒂亞
3435217,-27.46784,-58.8344,AR,Corrientes,科连特斯
3435261,-31.39195,-58.01706,AR,Concordia,康科迪亚
3435264,-32.48463,-58.23217,AR,Concepción del Uruguay,乌拉圭河畔康塞普西翁
3435266,-27.98225,-55.5208,AR,Concepción de la Sierra,
3435283,-25.3354,-59.6825,AR,Comandante Fontana,
3435352,-32.22312,-58.14426,AR,Colón,
3435364,-25.28627,-57.72168,AR,Clorinda,
3435448,-35.57681,-58.01215,AR,Chascomús,
3435789,-27.2077,-54.97977,AR,Campo Grande,
3435810,-34.16327,-58.95919,AR,Campana,
3435910,-34.61315,-58.37723,AR,Buenos Aires,布宜诺斯艾利斯
3436030,-26.25543,-53.64682,AR,Bernardo de Irigoyen,
3436177,-37.84638,-58.25549,AR,Balcarce,巴爾卡塞
3436199,-36.77803,-59.85848,AR,Azul,阿蘇爾
3436221,-37.15276,-58.48838,AR,Ayacucho,
3436311,-27.91421,-55.75355,AR,Apóstoles,
3436370,-29.09689,-56.55038,AR,Alvear,
3436448,-27.56942,-54.68383,AR,Alba Posse,
3832132,-38.90056,-70.06674,AR,Zapala,薩帕拉
3832260,-26.81298,-65.29543,AR,Yerba Buena,
3832658,-29.50281,-63.69497,AR,Villa Ojo de Agua,
3832694,-32.40751,-63.24016,AR,Villa María,瑪麗亞鎮
3832719,-34.83826,-64.58686,AR,Villa Huidobro,
3832763,-30.81667,-63.71667,AR,Villa del Totoral,
3832778,-33.22795,-60.32994,AR,Villa Constitución,孔斯蒂圖西翁鎮
3832797,-27.28567,-60.41579,AR,Villa Berthet,
3832811,-27.57679,-60.71114,AR,Villa Ángela,安吉拉鎮
3832899,-40.81519,-63.0004,AR,Viedma,別德馬
3832923,-36.21654,-65.43709,AR,Victorica,
3833027,-29.45986,-60.21315,AR,Vera,
3833111,-37.77491,-67.71354,AR,Veinticinco de Mayo,
3833112,-35.43247,-60.17156,AR,Veinticinco de Mayo,
3833367,-54.81084,-68.31591,AR,Ushuaia,乌斯怀亚
3833794,-26.34067,-60.43207,AR,Tres Isletas,
3833859,-38.37694,-60.27563,AR,Tres Arroyos,特雷斯阿羅約斯
3833947,-26.23136,-65.28093,AR,Trancas,
3834048,-29.23269,-61.76869,AR,Tostado,
3834361,-28.06556,-67.56437,AR,Tinogasta,蒂諾加斯塔
3834403,-23.57817,-65.39516,AR,Tilcara,
3834502,-27.49362,-64.85972,AR,Termas de Río Hondo,
3834601,-22.51682,-63.8056,AR,Tartagal,塔塔加爾
3834647,-36.35624,-60.02511,AR,Tapalqué,
3834813,-26.7333,-65.26146,AR,Tafí Viejo,
3834961,-27.93195,-63.43021,AR,Suncho Corral,
3835238,-27.2629,-65.35792,AR,Simoca,
3835695,-31.76672,-61.82872,AR,Sastre,
3835710,-45.58687,-69.06894,AR,Sarmiento,薩爾米恩托
3835869,-27.80047,-64.26285,AR,Santiago del Estero,圣地亚哥-德尔埃斯特罗
3835921,-27.83154,-61.13601,AR,Santa Sylvina,
3835938,-31.15353,-63.39938,AR,Santa Rosa de Río Primero,
3835994,-36.61617,-64.28991,AR,Santa Rosa,聖羅莎
3836194,-31.54055,-68.49794,AR,Santa Lucía,
3836277,-31.64881,-60.70868,AR,Santa Fe,
3836564,-24.1928,-65.29342,AR,San Salvador de Jujuy,圣萨尔瓦多-德胡胡伊
3836669,-34.61531,-68.33238,AR,San Rafael,聖拉斐爾
3836772,-24.23127,-64.86614,AR,San Pedro de Jujuy,
3836846,-33.33425,-60.2108,AR,San Nicolás de los Arroyos,圣尼古拉斯
3836873,-26.81601,-65.21051,AR,San Miguel de Tucumán,圣米格尔-德图库曼
3836992,-33.08338,-68.47312,AR,San Martín,聖馬丁
3836993,-31.43963,-68.5205,AR,Villa General San Martín,
3837056,-33.2914,-66.32467,AR,San Luis,聖路易斯
3837124,-30.78991,-60.59276,AR,San Justo,
3837213,-31.53726,-68.52568,AR,San Juan,圣胡安
3837240,-30.24162,-68.74662,AR,San José de Jáchal,聖何塞德哈查爾
3837675,-31.42497,-62.08404,AR,San Francisco,聖弗朗西斯科
3837702,-28.46957,-65.78524,AR,Catamarca,卡塔马卡
3837823,-30.31038,-61.23492,AR,San Cristóbal,
3837943,-27.28672,-60.71293,AR,San Bernardo,
3837980,-40.73193,-64.94769,AR,San Antonio Oeste,西圣安东尼奥
3838158,-30.63464,-67.4679,AR,Villa San Agustín,
3838227,-34.29175,-60.2545,AR,Salto,
3838233,-24.80645,-65.41999,AR,Salta,萨尔塔
3838583,-32.94682,-60.63932,AR,Rosario,罗萨里奥
3838854,-53.78773,-67.70975,AR,Río Grande,里奧格蘭德
3838859,-51.6253,-69.25229,AR,Río Gallegos,里奥加耶戈斯
3838874,-33.13044,-64.35272,AR,Río Cuarto,里奥夸尔托
3838879,-38.99081,-64.09574,AR,Río Colorado,里奧科洛拉多
3839263,-29.28184,-65.06096,AR,Recreo,雷克雷奧
3839282,-35.03821,-64.24631,AR,Realicó,
3839307,-43.30031,-65.10564,AR,Rawson,罗森
3839479,-31.25285,-61.49078,AR,Rafaela,拉斐拉
3839490,-26.8708,-60.21537,AR,Quitilipi,
3839565,-27.64615,-62.41655,AR,Quimilí,
3839982,-38.8805,-62.07503,AR,Punta Alta,蓬塔阿尔塔
3840082,-49.30696,-67.7298,AR,Puerto San Julián,
3840092,-42.76848,-65.03827,AR,Puerto Madryn,馬德林港
3840104,-47.75131,-65.89674,AR,Puerto Deseado,德塞阿多港
3840300,-26.79095,-60.44132,AR,Presidencia Roque Sáenz Peña,羅克薩恩斯培尼亞總統城
3841490,-33.89101,-60.57462,AR,Pergamino,
3841679,-35.81081,-61.89897,AR,Pehuajó,佩瓦霍
3841956,-31.73271,-60.52897,AR,Paraná,巴拉那
3842142,-26.50353,-61.17654,AR,Pampa del Infierno,
3842190,-24.25798,-65.21358,AR,Palpalá,
3842662,-32.03823,-63.57063,AR,Oliva,
3842670,-36.89384,-60.32319,AR,Olavarría,奧拉瓦里亞
3842881,-35.44394,-60.88463,AR,Nueve de Julio,
3842882,-31.6692,-68.39013,AR,Nueve de Julio,
3843123,-38.95078,-68.0592,AR,Neuquén,内乌肯
3843803,-27.16825,-65.49892,AR,Monteros,
3844421,-32.88946,-68.84582,AR,Mendoza,门多萨
3844899,-32.6978,-62.10672,AR,Marcos Juárez,
3845330,-26.92617,-60.04852,AR,Machagai,
3846864,-34.86819,-61.52929,AR,Lincoln,
3846915,-23.81305,-64.79353,AR,Libertador General San Martín,
3847482,-33.05353,-65.62254,AR,La Toma,
3847836,-32.47547,-61.57737,AR,Las Rosas,
3848687,-27.08819,-61.08217,AR,Las Breñas,
3848950,-29.41328,-66.85637,AR,La Rioja,拉里奧哈
3849140,-22.10448,-65.59646,AR,La Quiaca,拉基亞卡
3851985,-27.76927,-65.58711,AR,La Cocha,
3852279,-33.42012,-63.2975,AR,La Carlota,拉卡爾洛塔
3852468,-34.12688,-63.39083,AR,Laboulaye,
3853350,-39.94931,-71.07543,AR,Junín de los Andes,胡寧德洛斯安第斯
3853354,-34.59391,-60.94644,AR,Junín,胡寧
3853510,-30.98153,-64.09424,AR,Jesús María,
3853745,-35.23468,-63.59209,AR,Intendente Alvear,
3853788,-23.89861,-61.85502,AR,Ingeniero Guillermo N. Juárez,
3853967,-23.20612,-65.34742,AR,Humahuaca,
3854336,-27.61005,-61.34421,AR,Hermoso Campo,
3854493,-37.67073,-63.53576,AR,Guatraché,
3854724,-27.6489,-65.44004,AR,Graneros,
3855041,-35.03264,-63.01484,AR,General Villegas,
3855074,-27.32534,-61.28101,AR,General Pinedo,皮內多將軍鎮
3855075,-35.6593,-63.75787,AR,General Pico,皮科將軍鎮
3855121,-40.10408,-64.45592,AR,General Conesa,
3855143,-37.37821,-64.60422,AR,General Acha,
3855284,-43.2909,-65.4977,AR,Gaiman,
3855666,-27.05452,-65.40189,AR,Famaillá,
3856022,-31.44957,-60.93153,AR,Esperanza,
3859036,-35.91606,-64.29558,AR,Eduardo Castex,
3859384,-32.0671,-60.64267,AR,Diamante,
3859512,-30.42498,-64.35274,AR,Deán Funes,
3859828,-30.72644,-64.80387,AR,Cruz del Eje,
3859965,-31.24525,-64.46574,AR,Cosquín,科斯金
3859974,-26.95135,-60.97036,AR,Corzuela,
3860164,-37.45859,-61.93294,AR,Coronel Suárez,
3860199,-38.71872,-61.28849,AR,Coronel Dorrego,
3860217,-31.97365,-60.91935,AR,Coronda,
3860259,-31.40648,-64.18853,AR,Córdoba,科尔多瓦
3860443,-45.86256,-67.494,AR,Comodoro Rivadavia,里瓦达维亚海军准将城
3861262,-37.37809,-70.27085,AR,Chos Malal,喬斯馬拉爾
3861329,-39.28941,-65.6606,AR,Choele Choel,
3861344,-34.8969,-60.01909,AR,Chivilcoy,奇維爾科伊
3861416,-31.49313,-68.53263,AR,Chimbas,
3861445,-29.16163,-67.49934,AR,Chilecito,奇萊西托
3861494,-25.10502,-65.53473,AR,Chicoana,
3861678,-27.21787,-61.18738,AR,Charata,查拉塔
3861824,-30.35942,-66.31387,AR,Chamical,
3861953,-34.64203,-60.47124,AR,Chacabuco,
3862240,-31.6515,-68.28216,AR,Caucete,考塞特
3862320,-25.9466,-60.62008,AR,Juan José Castelli,
3862351,-33.04459,-61.16423,AR,Casilda,
3862583,-40.80255,-62.98349,AR,Carmen de Patagones,
3862981,-32.82033,-61.39513,AR,Cañada de Gómez,
3863095,-26.80031,-60.83903,AR,Campo Largo,
3863136,-26.58395,-62.84705,AR,Campo Gallo,
3864331,-32.63021,-62.68883,AR,Bell Ville,貝爾維爾
3864375,-27.03424,-65.30196,AR,Bella Vista,
3865086,-38.7176,-62.26545,AR,Bahía Blanca,布兰卡港
3865436,-34.06306,-60.10261,AR,Arrecifes,
3865802,-27.58185,-66.31626,AR,Andalgalá,
3865840,-28.4602,-62.83354,AR,Añatuya,
3866163,-31.64978,-64.42972,AR,Alta Gracia,上格拉西亞
3866465,-28.56003,-66.80737,AR,Aimogasta,
3866496,-27.4315,-65.61465,AR,Aguilares,
3867009,-22.72273,-65.69693,AR,Abra Pampa,
7647007,-41.14557,-71.30822,AR,San Carlos de Bariloche,圣卡洛斯-德巴里洛切
12076997,-34.51541,-58.76813,AR,José C. Paz,
5881150,-11.05528,-171.08833,AS,Taulaga,
5881165,-14.23361,-169.51444,AS,Ta`ū,
5881576,-14.27806,-170.7025,AS,Pago Pago,帕果帕果
2760523,47.2741,11.23961,AT,Zirl,
2760634,47.32306,12.79839,AT,Zell am See,滨湖采尔
2760854,47.48906,12.06174,AT,Wörgl,沃格爾
2760894,47.46667,9.75,AT,Wolfurt,沃尔富特
2760910,46.84056,14.84417,AT,Wolfsberg,
2761186,48.10571,15.60539,AT,Wilhelmsburg,
2761353,47.80485,16.23196,AT,Wiener Neustadt,維也納新城
2761354,48.08278,16.31384,AT,Wiener Neudorf,維也納新村
2761369,48.20849,16.37208,AT,Vienna,維也納
2761524,48.16667,14.03333,AT,Wels,
2761531,47.21667,15.61667,AT,Weiz,魏茨
2761834,47.29419,11.5907,AT,Wattens,瓦滕斯
2762150,48.12107,16.34036,AT,Vösendorf,弗森多夫
2762304,47.25,11.33333,AT,Völs,
2762327,47.04445,15.15313,AT,Voitsberg,沃茨伯格
2762372,46.61028,13.85583,AT,Villach,菲拉赫
2763266,48.32829,16.05858,AT,Tulln,
2763332,47.42524,15.00681,AT,Trofaiach,特罗法伊亚赫
2763460,48.01485,16.29324,AT,Traiskirchen,
2763795,47.71565,16.03575,AT,Ternitz,泰爾尼茨
2763810,47.30707,11.06817,AT,Telfs,泰爾夫斯
2764175,48.31667,16.66667,AT,Strasshof an der Nordbahn,
2764279,48.38333,16.21667,AT,Stockerau,施托克勞
2764359,48.04274,14.42127,AT,Steyr,施泰爾
2764786,46.8,13.5,AT,Spittal an der Drau,德劳河畔斯皮塔尔
2764951,47.89834,16.24833,AT,Sollenau,索勒瑙
2764958,47.28333,11.51667,AT,Hall in Tirol,蒂羅爾州霍爾
2765207,47,15.4,AT,Seiersberg,赛尔斯贝格
2765388,48.13333,16.46667,AT,Schwechat,施韋夏特
2765390,47.35169,11.71014,AT,Schwaz,施瓦茨
2766155,48.45294,13.43722,AT,Schärding,謝爾丁
2766359,46.76806,14.36028,AT,Sankt Veit an der Glan,格蘭河畔聖法伊特
2766429,48.20762,15.63725,AT,Sankt Pölten,聖帕爾滕
2766636,47.5233,12.4232,AT,Sankt Johann in Tirol,
2766824,47.79941,13.04399,AT,Salzburg,萨尔斯堡
2766922,47.42681,12.848,AT,Saalfelden am Steinernen Meer,
2766971,47.28333,11.45,AT,Rum,
2767471,48.21123,13.48855,AT,Ried im Innkreis,里德因克瑞斯
2767511,47.48333,10.71667,AT,Reutte,羅伊特
2767974,47.27108,9.64308,AT,Rankweil,蘭克韋爾
2768232,48.20769,16.17539,AT,Purkersdorf,普尔克尔斯多夫
